fold_1,fold_2,fold_3,fold_4,fold_5
ESYT3|83850,ESR1|2099,ESR1|2099,F2RL2|2151,EYA1|2138
ETV4|2118,ESRP1|54845,ESRP1|54845,F2|2147,EYA2|2139
EYA1|2138,ESRRG|2104,ESRRG|2104,F3|2152,EYA4|2070
EYA2|2139,ESYT3|83850,ESYT3|83850,F5|2153,F2RL2|2151
EYA4|2070,ETV4|2118,ETV4|2118,F7|2155,F2|2147
F2RL2|2151,EYA1|2138,EYA1|2138,FA2H|79152,F3|2152
F2|2147,EYA2|2139,EYA2|2139,FABP1|2168,F5|2153
F3|2152,EYA4|2070,EYA4|2070,FABP4|2167,F7|2155
F5|2153,F2RL2|2151,F2RL2|2151,FABP6|2172,FA2H|79152
F7|2155,F2|2147,F2|2147,FABP7|2173,FABP1|2168
FA2H|79152,F3|2152,F3|2152,FAIM2|23017,FABP4|2167
FABP1|2168,F5|2153,F5|2153,FAM101A|144347,FABP6|2172
FABP4|2167,F7|2155,F7|2155,FAM107A|11170,FABP7|2173
FABP6|2172,FA2H|79152,FA2H|79152,FAM131C|348487,FAIM2|23017
FABP7|2173,FABP1|2168,FABP1|2168,FAM135B|51059,FAM101A|144347
FAIM2|23017,FABP4|2167,FABP4|2167,FAM149A|25854,FAM107A|11170
FAM101A|144347,FABP6|2172,FABP6|2172,FAM150B|285016,FAM131C|348487
FAM107A|11170,FABP7|2173,FABP7|2173,FAM151A|338094,FAM135B|51059
FAM131C|348487,FAIM2|23017,FAIM2|23017,FAM153A|285596,FAM150A|389658
FAM135B|51059,FAM101A|144347,FAM101A|144347,FAM155B|27112,FAM150B|285016
FAM150A|389658,FAM107A|11170,FAM107A|11170,FAM176A|84141,FAM151A|338094
FAM150B|285016,FAM131C|348487,FAM131C|348487,FAM184B|27146,FAM153A|285596
FAM151A|338094,FAM135B|51059,FAM135B|51059,FAM189A1|23359,FAM155B|27112
FAM153A|285596,FAM149A|25854,FAM149A|25854,FAM189A2|9413,FAM176A|84141
FAM155B|27112,FAM150A|389658,FAM150A|389658,FAM196A|642938,FAM184B|27146
FAM176A|84141,FAM150B|285016,FAM150B|285016,FAM196B|100131897,FAM189A1|23359
FAM184B|27146,FAM151A|338094,FAM151A|338094,FAM198A|729085,FAM189A2|9413
FAM189A1|23359,FAM153A|285596,FAM153A|285596,FAM3B|54097,FAM196A|642938
FAM189A2|9413,FAM155B|27112,FAM155B|27112,FAM3D|131177,FAM198A|729085
FAM196A|642938,FAM176A|84141,FAM176A|84141,FAM55A|120400,FAM3B|54097
FAM198A|729085,FAM184B|27146,FAM184B|27146,FAM55D|54827,FAM3D|131177
FAM3B|54097,FAM189A1|23359,FAM189A1|23359,FAM5B|57795,FAM55A|120400
FAM3D|131177,FAM189A2|9413,FAM189A2|9413,FAM5C|339479,FAM55D|54827
FAM55D|54827,FAM196A|642938,FAM196A|642938,FAM81B|153643,FAM5B|57795
FAM5B|57795,FAM3B|54097,FAM198A|729085,FAM83A|84985,FAM5C|339479
FAM5C|339479,FAM3D|131177,FAM3B|54097,FAM83B|222584,FAM81B|153643
FAM81B|153643,FAM55A|120400,FAM3D|131177,FAM83E|54854,FAM83A|84985
FAM83A|84985,FAM55D|54827,FAM55A|120400,FAM83F|113828,FAM83B|222584
FAM83B|222584,FAM5B|57795,FAM55D|54827,FAT2|2196,FAM83E|54854
FAM83E|54854,FAM5C|339479,FAM5B|57795,FBN3|84467,FAM83F|113828
FAM83F|113828,FAM81B|153643,FAM5C|339479,FBXL16|146330,FAT2|2196
FAT2|2196,FAM83A|84985,FAM81B|153643,FBXL21|26223,FBN3|84467
FBN3|84467,FAM83B|222584,FAM83A|84985,FBXO17|115290,FBXL16|146330
FBXL16|146330,FAM83E|54854,FAM83B|222584,FCAMR|83953,FBXO17|115290
FBXL21|26223,FAM83F|113828,FAM83E|54854,FCGBP|8857,FCAMR|83953
FBXO17|115290,FAT2|2196,FAM83F|113828,FCN3|8547,FCGBP|8857
FCAMR|83953,FBN3|84467,FAT2|2196,FCRL2|79368,FCN1|2219
FCGBP|8857,FBXL16|146330,FBN3|84467,FCRL5|83416,FCN3|8547
FCN1|2219,FBXL21|26223,FBXL16|146330,FCRLA|84824,FCRL2|79368
FCN3|8547,FBXO17|115290,FBXL21|26223,FER1L4|80307,FCRL5|83416
FCRL2|79368,FCAMR|83953,FBXO17|115290,FERMT1|55612,FCRLA|84824
FCRL5|83416,FCGBP|8857,FCAMR|83953,FEV|54738,FER1L4|80307
FCRLA|84824,FCN1|2219,FCGBP|8857,FEZF1|389549,FERMT1|55612
FER1L4|80307,FCN3|8547,FCN1|2219,FFAR2|2867,FEV|54738
FERMT1|55612,FCRL2|79368,FCN3|8547,FGA|2243,FEZF1|389549
FEV|54738,FCRL5|83416,FCRL2|79368,FGB|2244,FGA|2243
FEZF1|389549,FCRLA|84824,FCRL5|83416,FGF11|2256,FGB|2244
FFAR2|2867,FER1L4|80307,FCRLA|84824,FGFBP1|9982,FGF11|2256
FGA|2243,FERMT1|55612,FER1L4|80307,FGFR4|2264,FGFBP1|9982
FGB|2244,FEV|54738,FERMT1|55612,FGG|2266,FGFR4|2264
FGF11|2256,FEZF1|389549,FEV|54738,FGL1|2267,FGG|2266
FGFBP1|9982,FGA|2243,FFAR2|2867,FHL1|2273,FGL1|2267
FGFR4|2264,FGB|2244,FGA|2243,FIBCD1|84929,FIBCD1|84929
FGG|2266,FGF11|2256,FGB|2244,FLJ40330|645784,FLJ40330|645784
FGL1|2267,FGFBP1|9982,FGF11|2256,FLJ45983|399717,FLJ45983|399717
FIBCD1|84929,FGFR4|2264,FGFBP1|9982,FLNC|2318,FLNC|2318
FLJ40330|645784,FGG|2266,FGFR4|2264,FLRT3|23767,FLRT3|23767
FLJ45983|399717,FGL1|2267,FGG|2266,FLT3|2322,FLT3|2322
FLNC|2318,FIBCD1|84929,FGL1|2267,FMO1|2326,FMO1|2326
FLRT3|23767,FLJ40330|645784,FIBCD1|84929,FMO2|2327,FMO2|2327
FLT3|2322,FLJ45983|399717,FLJ40330|645784,FMO3|2328,FMO3|2328
FMO1|2326,FLNC|2318,FLJ45983|399717,FNDC1|84624,FNDC1|84624
FMO2|2327,FLRT3|23767,FLNC|2318,FOLH1B|219595,FOLH1B|219595
FMO3|2328,FLT3|2322,FLRT3|23767,FOLH1|2346,FOLH1|2346
FNDC1|84624,FMO1|2326,FLT3|2322,FOLR1|2348,FOLR1|2348
FOLH1B|219595,FMO2|2327,FMO1|2326,FOSB|2354,FOSB|2354
FOLH1|2346,FMO3|2328,FMO2|2327,FOXA1|3169,FOXA1|3169
FOLR1|2348,FNDC1|84624,FMO3|2328,FOXA2|3170,FOXA2|3170
FOSB|2354,FOLH1B|219595,FNDC1|84624,FOXA3|3171,FOXA3|3171
FOXA1|3169,FOLH1|2346,FOLH1B|219595,FOXD1|2297,FOXD1|2297
FOXA2|3170,FOLR1|2348,FOLH1|2346,FOXE1|2304,FOXE1|2304
FOXA3|3171,FOSB|2354,FOLR1|2348,FOXF1|2294,FOXF1|2294
FOXD1|2297,FOXA1|3169,FOSB|2354,FOXI1|2299,FOXI1|2299
FOXE1|2304,FOXA2|3170,FOXA1|3169,FOXJ1|2302,FOXJ1|2302
FOXF1|2294,FOXA3|3171,FOXA2|3170,FOXP2|93986,FOXQ1|94234
FOXI1|2299,FOXD1|2297,FOXA3|3171,FOXQ1|94234,FREM1|158326
FOXJ1|2302,FOXE1|2304,FOXD1|2297,FREM1|158326,FREM2|341640
FOXQ1|94234,FOXF1|2294,FOXE1|2304,FREM2|341640,FRMD1|79981
FREM1|158326,FOXI1|2299,FOXF1|2294,FRMD1|79981,FRMD5|84978
FREM2|341640,FOXJ1|2302,FOXI1|2299,FRMD5|84978,FSIP1|161835
FRMD1|79981,FOXQ1|94234,FOXJ1|2302,FSIP1|161835,FSTL4|23105
FRMD5|84978,FREM1|158326,FOXQ1|94234,FSTL4|23105,FST|10468
FSIP1|161835,FREM2|341640,FRAS1|80144,FST|10468,FTCD|10841
FSTL4|23105,FRMD1|79981,FREM1|158326,FTCD|10841,FUT2|2524
FST|10468,FRMD5|84978,FREM2|341640,FUT2|2524,FUT3|2525
FTCD|10841,FSIP1|161835,FRMD1|79981,FUT3|2525,FUT6|2528
FUT2|2524,FSTL4|23105,FRMD5|84978,FUT6|2528,FUT9|10690
FUT3|2525,FST|10468,FSIP1|161835,FUT9|10690,FXYD1|5348
FUT6|2528,FTCD|10841,FSTL4|23105,FXYD1|5348,FXYD2|486
FUT9|10690,FUT2|2524,FST|10468,FXYD2|486,FXYD3|5349
FXYD1|5348,FUT3|2525,FTCD|10841,FXYD3|5349,G6PC|2538
FXYD2|486,FUT6|2528,FUT2|2524,G6PC|2538,GABBR2|9568
FXYD3|5349,FUT9|10690,FUT3|2525,GABBR2|9568,GABRB3|2562
G6PC|2538,FXYD1|5348,FUT6|2528,GABRB3|2562,GABRE|2564
GABBR2|9568,FXYD2|486,FUT9|10690,GABRE|2564,GABRG3|2567
GABRB3|2562,FXYD3|5349,FXYD1|5348,GABRG3|2567,GABRP|2568
GABRE|2564,G6PC|2538,FXYD2|486,GABRP|2568,GAD1|2571
GABRG3|2567,GABBR2|9568,FXYD3|5349,GAD1|2571,GAL3ST1|9514
GABRP|2568,GABRB3|2562,G6PC|2538,GAL3ST1|9514,GAL3ST2|64090
GAD1|2571,GABRE|2564,GABBR2|9568,GAL3ST2|64090,GALNT12|79695
GAL3ST1|9514,GABRG3|2567,GABRB3|2562,GALNT13|114805,GALNT13|114805
GAL3ST2|64090,GABRP|2568,GABRE|2564,GALNT14|79623,GALNT14|79623
GALNT12|79695,GAD1|2571,GABRG3|2567,GALNT3|2591,GALNT3|2591
GALNT13|114805,GAL3ST1|9514,GABRP|2568,GALNT5|11227,GALNT5|11227
GALNT14|79623,GAL3ST2|64090,GAD1|2571,GALNT6|11226,GALNT6|11226
GALNT3|2591,GALNT12|79695,GAL3ST1|9514,GALNT9|50614,GALNT9|50614
GALNT5|11227,GALNT13|114805,GAL3ST2|64090,GALNTL1|57452,GALNTL1|57452
GALNT6|11226,GALNT14|79623,GALNT12|79695,GAL|51083,GAL|51083
GALNT9|50614,GALNT3|2591,GALNT13|114805,GATA2|2624,GATA2|2624
GALNTL1|57452,GALNT5|11227,GALNT14|79623,GATA3|2625,GATA3|2625
GAL|51083,GALNT6|11226,GALNT3|2591,GATA4|2626,GATA4|2626
GATA2|2624,GALNT9|50614,GALNT5|11227,GATA5|140628,GATA5|140628
GATA3|2625,GALNTL1|57452,GALNT6|11226,GATM|2628,GATM|2628
GATA4|2626,GAL|51083,GALNT9|50614,GBA3|57733,GBA3|57733
GATA5|140628,GATA2|2624,GALNTL1|57452,GCNT3|9245,GCNT3|9245
GATM|2628,GATA3|2625,GAL|51083,GC|2638,GC|2638
GBA3|57733,GATA4|2626,GATA2|2624,GDA|9615,GDA|9615
GCNT3|9245,GATA5|140628,GATA3|2625,GDEP|118425,GDEP|118425
GC|2638,GATM|2628,GATA4|2626,GDF15|9518,GDF10|2662
GDA|9615,GBA3|57733,GATA5|140628,GDF6|392255,GDF15|9518
GDEP|118425,GCNT3|9245,GATM|2628,GFRA1|2674,GDF6|392255
GDF10|2662,GC|2638,GBA3|57733,GFRA3|2676,GFRA1|2674
GDF15|9518,GDA|9615,GCNT3|9245,GGT6|124975,GFRA3|2676
GDF6|392255,GDEP|118425,GC|2638,GGTLC1|92086,GGT6|124975
GFRA1|2674,GDF10|2662,GDA|9615,GHR|2690,GGTLC1|92086
GFRA3|2676,GDF15|9518,GDEP|118425,GIPC2|54810,GHR|2690
GGT6|124975,GDF6|392255,GDF15|9518,GJB1|2705,GIPC2|54810
GGTLC1|92086,GFRA1|2674,GDF6|392255,GJB3|2707,GJB1|2705
GHR|2690,GFRA3|2676,GFRA1|2674,GJB4|127534,GJB3|2707
GIPC2|54810,GGT6|124975,GFRA3|2676,GJB5|2709,GJB4|127534
GJB1|2705,GGTLC1|92086,GGT6|124975,GJB6|10804,GJB5|2709
GJB3|2707,GHR|2690,GGTLC1|92086,GKN2|200504,GJB6|10804
GJB4|127534,GIPC2|54810,GHR|2690,GLB1L3|112937,GKN2|200504
GJB5|2709,GJB1|2705,GIPC2|54810,GLDC|2731,GLB1L3|112937
GJB6|10804,GJB3|2707,GJB1|2705,GLIS1|148979,GLDC|2731
GKN2|200504,GJB4|127534,GJB3|2707,GLRA3|8001,GLIS1|148979
GLB1L3|112937,GJB5|2709,GJB4|127534,GLRB|2743,GLRA3|8001
GLDC|2731,GKN2|200504,GJB5|2709,GLTPD2|388323,GLTPD2|388323
GLIS1|148979,GLB1L3|112937,GJB6|10804,GLYATL1|92292,GLYATL1|92292
GLTPD2|388323,GLDC|2731,GKN2|200504,GLYATL2|219970,GLYATL2|219970
GLYATL1|92292,GLIS1|148979,GLB1L3|112937,GLYAT|10249,GLYAT|10249
GLYATL2|219970,GLRA3|8001,GLDC|2731,GNG4|2786,GNG4|2786
GLYAT|10249,GLTPD2|388323,GLIS1|148979,GNMT|27232,GNMT|27232
GNG4|2786,GLYATL1|92292,GLRA3|8001,GP2|2813,GP2|2813
GNMT|27232,GLYATL2|219970,GLTPD2|388323,GPA33|10223,GPA33|10223
GP2|2813,GLYAT|10249,GLYATL1|92292,GPD1|2819,GPD1|2819
GPA33|10223,GNG4|2786,GLYATL2|219970,GPM6A|2823,GPM6A|2823
GPD1|2819,GNMT|27232,GLYAT|10249,GPR110|266977,GPR110|266977
GPM6A|2823,GP2|2813,GNG4|2786,GPR115|221393,GPR115|221393
GPR110|266977,GPA33|10223,GNMT|27232,GPR128|84873,GPR128|84873
GPR115|221393,GPD1|2819,GP2|2813,GPR133|283383,GPR133|283383
GPR128|84873,GPM6A|2823,GPA33|10223,GPR158|57512,GPR158|57512
GPR133|283383,GPR110|266977,GPD1|2819,GPR35|2859,GPR35|2859
GPR158|57512,GPR115|221393,GPM6A|2823,GPR77|27202,GPR77|27202
GPR35|2859,GPR128|84873,GPR110|266977,GPR81|27198,GPR81|27198
GPR77|27202,GPR133|283383,GPR115|221393,GPR87|53836,GPR87|53836
GPR81|27198,GPR158|57512,GPR128|84873,GPR98|84059,GPR98|84059
GPR87|53836,GPR35|2859,GPR133|283383,GPRC5A|9052,GPRC5A|9052
GPR98|84059,GPR77|27202,GPR158|57512,GPRIN2|9721,GPRIN2|9721
GPRC5A|9052,GPR81|27198,GPR26|2849,GPT|2875,GPT|2875
GPRIN2|9721,GPR87|53836,GPR35|2859,GPX2|2877,GPX2|2877
GPT|2875,GPR98|84059,GPR77|27202,GPX3|2878,GPX3|2878
GPX2|2877,GPRC5A|9052,GPR81|27198,GRB14|2888,GRB14|2888
GPX3|2878,GPRIN2|9721,GPR87|53836,GREB1L|80000,GREB1L|80000
GRB14|2888,GPT|2875,GPR98|84059,GREB1|9687,GREB1|9687
GREB1L|80000,GPX2|2877,GPRC5A|9052,GREM1|26585,GREM1|26585
GREB1|9687,GPX3|2878,GPRIN2|9721,GREM2|64388,GREM2|64388
GREM1|26585,GRB14|2888,GPT|2875,GRHL2|79977,GRHL2|79977
GREM2|64388,GREB1L|80000,GPX2|2877,GRHL3|57822,GRHL3|57822
GRHL2|79977,GREB1|9687,GPX3|2878,GRIA2|2891,GRIA2|2891
GRHL3|57822,GREM1|26585,GRB14|2888,GRIA4|2893,GRIA4|2893
GRIA1|2890,GREM2|64388,GREB1L|80000,GRIK3|2899,GRIK3|2899
GRIA2|2891,GRHL2|79977,GREB1|9687,GRIN1|2902,GRIN1|2902
GRIA4|2893,GRHL3|57822,GREM1|26585,GRIN2A|2903,GRIN2A|2903
GRIK3|2899,GRIA1|2890,GREM2|64388,GRM4|2914,GRM4|2914
GRIN1|2902,GRIA2|2891,GRHL2|79977,GRM8|2918,GRM5|2915
GRIN2A|2903,GRIA4|2893,GRHL3|57822,GRPR|2925,GRM8|2918
GRM4|2914,GRIK3|2899,GRIA2|2891,GRP|2922,GRPR|2925
GRM5|2915,GRIN1|2902,GRIA4|2893,GSDMC|56169,GRP|2922
GRM8|2918,GRIN2A|2903,GRIK3|2899,GSTA1|2938,GSC|145258
GRPR|2925,GRM4|2914,GRIN1|2902,GSTA2|2939,GSDMC|56169
GRP|2922,GRM8|2918,GRIN2A|2903,GSTM1|2944,GSTA1|2938
GSDMC|56169,GRPR|2925,GRM4|2914,GSTT1|2952,GSTA2|2939
GSTA1|2938,GRP|2922,GRM8|2918,GUCY1B2|2974,GSTM1|2944
GSTA2|2939,GSDMC|56169,GRPR|2925,GUCY2C|2984,GSTM5|2949
GSTM1|2944,GSTA1|2938,GRP|2922,GYG2|8908,GSTT1|2952
GSTT1|2952,GSTA2|2939,GSDMC|56169,GZMB|3002,GUCY1B2|2974
GUCY1B2|2974,GSTM1|2944,GSTA1|2938,GZMK|3003,GUCY2C|2984
GUCY2C|2984,GSTT1|2952,GSTA2|2939,H19|283120,GYG2|8908
GYG2|8908,GUCY1B2|2974,GSTM1|2944,HABP2|3026,GZMB|3002
GZMB|3002,GUCY2C|2984,GSTT1|2952,HAL|3034,GZMK|3003
GZMK|3003,GYG2|8908,GUCA2A|2980,HAND2|9464,H19|283120
H19|283120,GZMB|3002,GUCY1B2|2974,HAO2|51179,HABP2|3026
HABP2|3026,GZMK|3003,GUCY2C|2984,HAPLN1|1404,HAL|3034
HAND2|9464,H19|283120,GYG2|8908,HAVCR1|26762,HAND2|9464
HAO2|51179,HABP2|3026,GZMB|3002,HBA1|3039,HAO2|51179
HAPLN1|1404,HAL|3034,GZMK|3003,HBA2|3040,HAPLN1|1404
HAVCR1|26762,HAND2|9464,H19|283120,HBB|3043,HAVCR1|26762
HBA1|3039,HAO2|51179,HABP2|3026,HEPACAM2|253012,HBA1|3039
HBA2|3040,HAPLN1|1404,HAND2|9464,HGD|3081,HBA2|3040
HBB|3043,HAVCR1|26762,HAO2|51179,HHIPL2|79802,HBB|3043
HEPACAM2|253012,HBA1|3039,HAPLN1|1404,HHIP|64399,HEPACAM2|253012
HGD|3081,HBA2|3040,HAVCR1|26762,HHLA2|11148,HGD|3081
HHIPL2|79802,HBB|3043,HBA1|3039,HIF3A|64344,HHIPL2|79802
HHIP|64399,HEPACAM2|253012,HBA2|3040,HIST1H2AE|3012,HHIP|64399
HHLA2|11148,HGD|3081,HBB|3043,HIST1H2BG|8339,HHLA2|11148
HIF3A|64344,HHIPL2|79802,HEPACAM2|253012,HIST3H2A|92815,HIF3A|64344
HIST1H2AE|3012,HHIP|64399,HGD|3081,HKDC1|80201,HIST1H2AE|3012
HIST1H2BG|8339,HHLA2|11148,HHIPL2|79802,HLA-DQB2|3120,HIST1H2BG|8339
HIST3H2A|92815,HIF3A|64344,HHIP|64399,HMGA2|8091,HIST3H2A|92815
HKDC1|80201,HIST1H2AE|3012,HHLA2|11148,HMGCS2|3158,HKDC1|80201
HLA-DQB2|3120,HIST1H2BG|8339,HIF3A|64344,HNF1A|6927,HLA-DQB2|3120
HMGA2|8091,HIST3H2A|92815,HIST1H2AE|3012,HNF1B|6928,HMGA2|8091
HMGCS2|3158,HKDC1|80201,HIST1H2BG|8339,HNF4A|3172,HMGCS2|3158
HNF1A|6927,HLA-DQB2|3120,HIST3H2A|92815,HNF4G|3174,HNF1A|6927
HNF1B|6928,HMGA2|8091,HKDC1|80201,HOMER2|9455,HNF1B|6928
HNF4A|3172,HMGCS2|3158,HLA-DQB2|3120,HOPX|84525,HNF4A|3172
HNF4G|3174,HNF1A|6927,HMGA2|8091,HORMAD1|84072,HNF4G|3174
HOMER2|9455,HNF1B|6928,HMGCS2|3158,HOTAIR|100124700,HOMER2|9455
HOPX|84525,HNF4A|3172,HNF1A|6927,HOXA10|3206,HOPX|84525
HORMAD1|84072,HNF4G|3174,HNF1B|6928,HOXA11AS|221883,HORMAD1|84072
HOTAIR|100124700,HOMER2|9455,HNF4A|3172,HOXA11|3207,HOTAIR|100124700
HOXA10|3206,HOPX|84525,HNF4G|3174,HOXA13|3209,HOXA10|3206
HOXA11AS|221883,HORMAD1|84072,HOMER2|9455,HOXA9|3205,HOXA11AS|221883
HOXA11|3207,HOTAIR|100124700,HORMAD1|84072,HOXB13|10481,HOXA11|3207
HOXA13|3209,HOXA10|3206,HOTAIR|100124700,HOXB5|3215,HOXA13|3209
HOXA9|3205,HOXA11AS|221883,HOXA10|3206,HOXB6|3216,HOXA9|3205
HOXB13|10481,HOXA11|3207,HOXA11AS|221883,HOXB8|3218,HOXB13|10481
HOXB5|3215,HOXA13|3209,HOXA11|3207,HOXB9|3219,HOXB5|3215
HOXB6|3216,HOXA9|3205,HOXA13|3209,HOXC10|3226,HOXB6|3216
HOXB8|3218,HOXB13|10481,HOXA9|3205,HOXC11|3227,HOXB8|3218
HOXB9|3219,HOXB5|3215,HOXB13|10481,HOXC13|3229,HOXB9|3219
HOXC10|3226,HOXB6|3216,HOXB5|3215,HOXC6|3223,HOXC10|3226
HOXC11|3227,HOXB8|3218,HOXB6|3216,HOXC8|3224,HOXC11|3227
HOXC13|3229,HOXB9|3219,HOXB8|3218,HOXC9|3225,HOXC13|3229
HOXC6|3223,HOXC10|3226,HOXB9|3219,HOXD10|3236,HOXC6|3223
HOXC8|3224,HOXC11|3227,HOXC10|3226,HOXD11|3237,HOXC8|3224
HOXC9|3225,HOXC13|3229,HOXC11|3227,HOXD13|3239,HOXC9|3225
HOXD10|3236,HOXC6|3223,HOXC13|3229,HPDL|84842,HOXD10|3236
HOXD11|3237,HOXC8|3224,HOXC6|3223,HPD|3242,HOXD11|3237
HOXD13|3239,HOXC9|3225,HOXC8|3224,HPGD|3248,HOXD13|3239
HPD|3242,HOXD10|3236,HOXC9|3225,HPN|3249,HPDL|84842
HPGD|3248,HOXD11|3237,HOXD10|3236,HPX|3263,HPD|3242
HPN|3249,HOXD13|3239,HOXD11|3237,HP|3240,HPGD|3248
HPX|3263,HPDL|84842,HOXD13|3239,HRASLS2|54979,HPN|3249
HP|3240,HPD|3242,HPDL|84842,HRASLS5|117245,HPX|3263
HRASLS2|54979,HPGD|3248,HPD|3242,HRASLS|57110,HP|3240
HRASLS5|117245,HPN|3249,HPGD|3248,HRNBP3|146713,HRASLS2|54979
HRASLS|57110,HPX|3263,HPN|3249,HR|55806,HRASLS5|117245
HRNBP3|146713,HP|3240,HPX|3263,HS3ST4|9951,HRASLS|57110
HR|55806,HRASLS2|54979,HP|3240,HS6ST2|90161,HRNBP3|146713
HS3ST4|9951,HRASLS5|117245,HRASLS2|54979,HS6ST3|266722,HR|55806
HS6ST2|90161,HRASLS|57110,HRASLS5|117245,HSD17B2|3294,HS3ST4|9951
HS6ST3|266722,HRNBP3|146713,HRASLS|57110,HSD17B6|8630,HS6ST2|90161
HSD17B2|3294,HR|55806,HRNBP3|146713,HSPB6|126393,HS6ST3|266722
HSD17B6|8630,HS3ST4|9951,HR|55806,HSPB8|26353,HSD17B2|3294
HSPB6|126393,HS6ST2|90161,HS3ST4|9951,HTR1D|3352,HSD17B6|8630
HSPB8|26353,HS6ST3|266722,HS6ST2|90161,HTR3A|3359,HSPB6|126393
HTR1D|3352,HSD17B13|345275,HS6ST3|266722,HYAL1|3373,HSPB8|26353
HTR3A|3359,HSD17B2|3294,HSD17B2|3294,IBSP|3381,HTR1D|3352
HYAL1|3373,HSD17B6|8630,HSD17B6|8630,ICAM5|7087,HTR3A|3359
IBSP|3381,HSPB8|26353,HSPB8|26353,IDO1|3620,HYAL1|3373
ICAM5|7087,HTR1D|3352,HTR1D|3352,IGDCC3|9543,IBSP|3381
IDO1|3620,HTR3A|3359,HTR3A|3359,IGF2BP1|10642,ICAM4|3386
IGDCC3|9543,HYAL1|3373,HYAL1|3373,IGF2BP2|10644,ICAM5|7087
IGF2BP1|10642,IBSP|3381,IBSP|3381,IGF2BP3|10643,IDO1|3620
IGF2BP2|10644,ICAM5|7087,ICAM4|3386,IGF2|3481,IGDCC3|9543
IGF2BP3|10643,IDO1|3620,ICAM5|7087,IGFALS|3483,IGF2BP1|10642
IGF2|3481,IGDCC3|9543,IDO1|3620,IGFBP1|3484,IGF2BP2|10644
IGFALS|3483,IGF2BP1|10642,IGDCC3|9543,IGFL2|147920,IGF2BP3|10643
IGFBP1|3484,IGF2BP2|10644,IGF2BP1|10642,IGJ|3512,IGF2|3481
IGFL2|147920,IGF2BP3|10643,IGF2BP2|10644,IGSF10|285313,IGFALS|3483
IGJ|3512,IGF2|3481,IGF2BP3|10643,IGSF1|3547,IGFBP1|3484
IGSF10|285313,IGFALS|3483,IGF2|3481,IGSF21|84966,IGFL2|147920
IGSF1|3547,IGFBP1|3484,IGFALS|3483,IGSF9|57549,IGJ|3512
IGSF21|84966,IGFL2|147920,IGFBP1|3484,IHH|3549,IGSF10|285313
IGSF9|57549,IGJ|3512,IGFL2|147920,IL12RB2|3595,IGSF1|3547
IHH|3549,IGSF10|285313,IGJ|3512,IL1R2|7850,IGSF21|84966
IL12RB2|3595,IGSF1|3547,IGSF10|285313,IL1RL1|9173,IGSF9|57549
IL1R2|7850,IGSF21|84966,IGSF1|3547,IL20RA|53832,IHH|3549
IL1RL1|9173,IGSF9|57549,IGSF21|84966,IL20RB|53833,IL12RB2|3595
IL20RA|53832,IHH|3549,IGSF9|57549,IL20|50604,IL1R2|7850
IL20RB|53833,IL12RB2|3595,IHH|3549,IL22RA1|58985,IL1RL1|9173
IL20|50604,IL1R2|7850,IL12RB2|3595,IL6|3569,IL20RA|53832
IL22RA1|58985,IL1RL1|9173,IL1R2|7850,IL8|3576,IL20RB|53833
IL6|3569,IL20RA|53832,IL1RL1|9173,INA|9118,IL20|50604
IL8|3576,IL20RB|53833,IL20RA|53832,INHA|3623,IL22RA1|58985
INA|9118,IL20|50604,IL20|50604,INPP5J|27124,IL6|3569
INHA|3623,IL22RA1|58985,IL22RA1|58985,INSM1|3642,IL8|3576
INPP5J|27124,IL6|3569,IL6|3569,IP6K3|117283,INA|9118
INSM1|3642,IL8|3576,IL8|3576,IRX1|79192,INHA|3623
IP6K3|117283,INA|9118,INA|9118,IRX2|153572,INSM1|3642
IRX1|79192,INHA|3623,INPP5J|27124,IRX3|79191,IP6K3|117283
IRX2|153572,INPP5J|27124,INSM1|3642,IRX4|50805,IRX1|79192
IRX3|79191,INSM1|3642,IP6K3|117283,IRX5|10265,IRX2|153572
IRX4|50805,IP6K3|117283,IRX1|79192,IRX6|79190,IRX3|79191
IRX5|10265,IRX1|79192,IRX2|153572,ISL1|3670,IRX4|50805
IRX6|79190,IRX2|153572,IRX3|79191,ISX|91464,IRX5|10265
ISL1|3670,IRX3|79191,IRX4|50805,ITGA8|8516,IRX6|79190
ISX|91464,IRX4|50805,IRX5|10265,ITGB6|3694,ISL1|3670
ITGA8|8516,IRX5|10265,IRX6|79190,ITGBL1|9358,ISX|91464
ITGB6|3694,IRX6|79190,ISL1|3670,ITIH5L|347365,ITGA8|8516
ITGBL1|9358,ISL1|3670,ISX|91464,ITLN1|55600,ITGB6|3694
ITIH5L|347365,ISX|91464,ITGA8|8516,ITPKA|3706,ITGBL1|9358
ITLN1|55600,ITGA8|8516,ITGB6|3694,IVL|3713,ITIH5L|347365
ITPKA|3706,ITGB6|3694,ITIH5L|347365,IYD|389434,ITLN1|55600
IVL|3713,ITIH5L|347365,ITLN1|55600,JSRP1|126306,ITPKA|3706
IYD|389434,ITLN1|55600,ITPKA|3706,KBTBD12|166348,IVL|3713
JSRP1|126306,ITPKA|3706,IVL|3713,KCNC2|3747,IYD|389434
KBTBD12|166348,IVL|3713,IYD|389434,KCND2|3751,JSRP1|126306
KCNC2|3747,IYD|389434,JSRP1|126306,KCND3|3752,KBTBD12|166348
KCND2|3751,JSRP1|126306,KBTBD12|166348,KCNE4|23704,KCNC2|3747
