fold_1,fold_2,fold_3,fold_4,fold_5
KCND3|3752,KBTBD12|166348,KCNC2|3747,KCNF1|3754,KCND2|3751
KCNE4|23704,KCNC2|3747,KCND2|3751,KCNG1|3755,KCND3|3752
KCNF1|3754,KCND2|3751,KCND3|3752,KCNG3|170850,KCNE4|23704
KCNG1|3755,KCND3|3752,KCNE4|23704,KCNH1|3756,KCNF1|3754
KCNG3|170850,KCNE4|23704,KCNF1|3754,KCNH2|3757,KCNG1|3755
KCNH1|3756,KCNF1|3754,KCNG1|3755,KCNH6|81033,KCNG3|170850
KCNH2|3757,KCNG1|3755,KCNG3|170850,KCNH8|131096,KCNH1|3756
KCNH6|81033,KCNG3|170850,KCNH1|3756,KCNJ15|3772,KCNH2|3757
KCNH8|131096,KCNH1|3756,KCNH2|3757,KCNJ16|3773,KCNH6|81033
KCNJ15|3772,KCNH2|3757,KCNH6|81033,KCNJ3|3760,KCNH8|131096
KCNJ16|3773,KCNH6|81033,KCNH8|131096,KCNK15|60598,KCNJ15|3772
KCNJ3|3760,KCNH8|131096,KCNJ15|3772,KCNK2|3776,KCNJ16|3773
KCNK15|60598,KCNJ15|3772,KCNJ16|3773,KCNK3|3777,KCNJ3|3760
KCNK2|3776,KCNJ16|3773,KCNJ3|3760,KCNK5|8645,KCNK15|60598
KCNK3|3777,KCNJ3|3760,KCNK15|60598,KCNK9|51305,KCNK2|3776
KCNK5|8645,KCNK15|60598,KCNK2|3776,KCNN2|3781,KCNK3|3777
KCNK9|51305,KCNK2|3776,KCNK3|3777,KCNN4|3783,KCNK5|8645
KCNN2|3781,KCNK3|3777,KCNK5|8645,KCNQ2|3785,KCNK9|51305
KCNN4|3783,KCNK5|8645,KCNK9|51305,KCNS1|3787,KCNN2|3781
KCNQ2|3785,KCNK9|51305,KCNN2|3781,KCNV1|27012,KCNN4|3783
KCNS1|3787,KCNN2|3781,KCNN4|3783,KDM5D|8284,KCNQ2|3785
KCNV1|27012,KCNN4|3783,KCNQ2|3785,KHK|3795,KCNS1|3787
KCP|375616,KCNQ2|3785,KCNS1|3787,KIAA0125|9834,KCNV1|27012
KDM5D|8284,KCNV1|27012,KCNV1|27012,KIAA0319|9856,KCP|375616
KIAA0125|9834,KDM5D|8284,KDM5D|8284,KIAA0408|9729,KDM5D|8284
KIAA0319|9856,KIAA0125|9834,KHK|3795,KIAA1199|57214,KIAA0125|9834
KIAA0408|9729,KIAA0319|9856,KIAA0125|9834,KIAA1210|57481,KIAA0319|9856
KIAA1199|57214,KIAA0408|9729,KIAA0319|9856,KIAA1324|57535,KIAA0408|9729
KIAA1210|57481,KIAA1199|57214,KIAA0408|9729,KIAA2022|340533,KIAA1199|57214
KIAA1324|57535,KIAA1210|57481,KIAA1199|57214,KIF12|113220,KIAA1210|57481
KIAA2022|340533,KIAA1324|57535,KIAA1210|57481,KIF1A|547,KIAA1324|57535
KIF12|113220,KIAA2022|340533,KIAA1324|57535,KIF5C|3800,KIAA2022|340533
KIF1A|547,KIF12|113220,KIAA2022|340533,KISS1R|84634,KIF12|113220
KIF5C|3800,KIF1A|547,KIF12|113220,KLF15|28999,KIF1A|547
KISS1R|84634,KIF5C|3800,KIF1A|547,KLHDC7A|127707,KIF5C|3800
KLF15|28999,KISS1R|84634,KIF5C|3800,KLK10|5655,KISS1R|84634
KLF5|688,KLF15|28999,KISS1R|84634,KLK11|11012,KLF15|28999
KLHDC7A|127707,KLF5|688,KLF15|28999,KLK12|43849,KLHDC7A|127707
KLK10|5655,KLHDC7A|127707,KLHDC7A|127707,KLK13|26085,KLK10|5655
KLK11|11012,KLK10|5655,KLK10|5655,KLK14|43847,KLK11|11012
KLK12|43849,KLK11|11012,KLK11|11012,KLK15|55554,KLK12|43849
KLK13|26085,KLK12|43849,KLK12|43849,KLK1|3816,KLK13|26085
KLK14|43847,KLK13|26085,KLK13|26085,KLK2|3817,KLK14|43847
KLK15|55554,KLK14|43847,KLK14|43847,KLK3|354,KLK15|55554
KLK1|3816,KLK15|55554,KLK15|55554,KLK4|9622,KLK1|3816
KLK2|3817,KLK1|3816,KLK1|3816,KLK5|25818,KLK2|3817
KLK3|354,KLK2|3817,KLK2|3817,KLK6|5653,KLK3|354
KLK4|9622,KLK3|354,KLK3|354,KLK7|5650,KLK4|9622
KLK5|25818,KLK4|9622,KLK4|9622,KLK8|11202,KLK5|25818
KLK6|5653,KLK5|25818,KLK5|25818,KLKP1|606293,KLK6|5653
KLK7|5650,KLK6|5653,KLK6|5653,KLRG2|346689,KLK7|5650
KLK8|11202,KLK7|5650,KLK7|5650,KL|9365,KLK8|11202
KLKP1|606293,KLK8|11202,KLK8|11202,KMO|8564,KLKP1|606293
KLRG2|346689,KLKP1|606293,KLKP1|606293,KNDC1|85442,KLRG2|346689
KL|9365,KLRG2|346689,KLRG2|346689,KRT13|3860,KL|9365
KMO|8564,KL|9365,KL|9365,KRT14|3861,KMO|8564
KNDC1|85442,KMO|8564,KMO|8564,KRT15|3866,KNDC1|85442
KRT13|3860,KNDC1|85442,KNDC1|85442,KRT16|3868,KRT13|3860
KRT14|3861,KRT13|3860,KRT13|3860,KRT17|3872,KRT14|3861
KRT15|3866,KRT14|3861,KRT14|3861,KRT19|3880,KRT15|3866
KRT16|3868,KRT15|3866,KRT15|3866,KRT20|54474,KRT16|3868
KRT17|3872,KRT16|3868,KRT16|3868,KRT23|25984,KRT17|3872
KRT19|3880,KRT17|3872,KRT17|3872,KRT4|3851,KRT19|3880
KRT20|54474,KRT19|3880,KRT19|3880,KRT5|3852,KRT20|54474
KRT23|25984,KRT20|54474,KRT20|54474,KRT6A|3853,KRT23|25984
KRT4|3851,KRT23|25984,KRT23|25984,KRT6B|3854,KRT4|3851
KRT5|3852,KRT4|3851,KRT4|3851,KRT6C|286887,KRT5|3852
KRT6A|3853,KRT5|3852,KRT5|3852,KRT7|3855,KRT6A|3853
KRT6B|3854,KRT6A|3853,KRT6A|3853,KRT81|3887,KRT6B|3854
KRT6C|286887,KRT6B|3854,KRT6B|3854,KYNU|8942,KRT6C|286887
KRT75|9119,KRT6C|286887,KRT6C|286887,L1CAM|3897,KRT7|3855
KRT7|3855,KRT75|9119,KRT7|3855,L1TD1|54596,KRT81|3887
KRT81|3887,KRT7|3855,KRT81|3887,LAD1|3898,KYNU|8942
KYNU|8942,KRT81|3887,KYNU|8942,LAMA1|284217,L1CAM|3897
L1CAM|3897,L1CAM|3897,L1CAM|3897,LAMB3|3914,L1TD1|54596
L1TD1|54596,L1TD1|54596,L1TD1|54596,LAMC2|3918,LAD1|3898
LAD1|3898,LAD1|3898,LAD1|3898,LAMC3|10319,LAMA1|284217
LAMA1|284217,LAMA1|284217,LAMA1|284217,LBP|3929,LAMB3|3914
LAMB3|3914,LAMB3|3914,LAMB3|3914,LCN2|3934,LAMC2|3918
LAMC2|3918,LAMC2|3918,LAMC2|3918,LDHC|3948,LAMC3|10319
LAMC3|10319,LAMC3|10319,LAMC3|10319,LEFTY1|10637,LBP|3929
LBP|3929,LBP|3929,LBP|3929,LEMD1|93273,LCN2|3934
LCN2|3934,LCN2|3934,LCN2|3934,LEPREL1|55214,LDHC|3948
LDHC|3948,LDHC|3948,LDHC|3948,LEP|3952,LEFTY1|10637
LEFTY1|10637,LEFTY1|10637,LEFTY1|10637,LGALS12|85329,LEMD1|93273
LEMD1|93273,LEMD1|93273,LEMD1|93273,LGALS2|3957,LEPREL1|55214
LEPREL1|55214,LEPREL1|55214,LEPREL1|55214,LGALS4|3960,LEP|3952
LEP|3952,LEP|3952,LEP|3952,LGALS7B|653499,LGALS12|85329
LGALS12|85329,LGALS12|85329,LGALS12|85329,LGI3|203190,LGALS2|3957
LGALS2|3957,LGALS2|3957,LGALS2|3957,LGI4|163175,LGALS4|3960
LGALS4|3960,LGALS4|3960,LGALS4|3960,LGR5|8549,LGI3|203190
LGI3|203190,LGALS7B|653499,LGI4|163175,LGR6|59352,LGI4|163175
LGI4|163175,LGALS7|3963,LGR5|8549,LGSN|51557,LGR5|8549
LGR5|8549,LGI3|203190,LGR6|59352,LIFR|3977,LGR6|59352
LGR6|59352,LGI4|163175,LGSN|51557,LIN7A|8825,LGSN|51557
LGSN|51557,LGR5|8549,LIN7A|8825,LIPC|3990,LIN7A|8825
LIN7A|8825,LGR6|59352,LIPC|3990,LIPH|200879,LIPC|3990
LIPC|3990,LGSN|51557,LIPH|200879,LIX1|167410,LIPH|200879
LIPH|200879,LIN7A|8825,LIX1|167410,LMAN1L|79748,LIX1|167410
LIX1|167410,LIPC|3990,LMAN1L|79748,LMO3|55885,LMAN1L|79748
LMAN1L|79748,LIPH|200879,LMO3|55885,LMX1B|4010,LMO3|55885
LMO3|55885,LIX1|167410,LMX1B|4010,LOC100124692|100124692,LMX1B|4010
LMX1B|4010,LMAN1L|79748,LOC100124692|100124692,LOC100130933|100130933,LOC100124692|100124692
LOC100124692|100124692,LMO3|55885,LOC100127888|100127888,LOC100131551|100131551,LOC100130933|100130933
LOC100130933|100130933,LMX1B|4010,LOC100130933|100130933,LOC100144604|100144604,LOC100131551|100131551
LOC100131551|100131551,LOC100124692|100124692,LOC100131551|100131551,LOC100190940|100190940,LOC100144604|100144604
LOC100144604|100144604,LOC100130933|100130933,LOC100144604|100144604,LOC100271831|100271831,LOC100190940|100190940
LOC100190940|100190940,LOC100131551|100131551,LOC100190940|100190940,LOC145837|145837,LOC100271831|100271831
LOC100271831|100271831,LOC100144604|100144604,LOC100271831|100271831,LOC146336|146336,LOC145837|145837
LOC145837|145837,LOC100190940|100190940,LOC145837|145837,LOC153328|153328,LOC153328|153328
LOC153328|153328,LOC100271831|100271831,LOC146336|146336,LOC254559|254559,LOC254559|254559
LOC254559|254559,LOC145837|145837,LOC153328|153328,LOC255167|255167,LOC255167|255167
LOC255167|255167,LOC153328|153328,LOC254559|254559,LOC283392|283392,LOC283392|283392
LOC283392|283392,LOC254559|254559,LOC255167|255167,LOC284578|284578,LOC284578|284578
LOC284578|284578,LOC255167|255167,LOC283392|283392,LOC285768|285768,LOC285768|285768
LOC285768|285768,LOC283392|283392,LOC284578|284578,LOC286002|286002,LOC286002|286002
LOC286002|286002,LOC284578|284578,LOC285768|285768,LOC339535|339535,LOC339535|339535
LOC339535|339535,LOC285768|285768,LOC286002|286002,LOC388387|388387,LOC388387|388387
LOC388387|388387,LOC286002|286002,LOC339535|339535,LOC389332|389332,LOC389332|389332
LOC389332|389332,LOC339535|339535,LOC388387|388387,LOC389493|389493,LOC389493|389493
LOC389493|389493,LOC388387|388387,LOC389332|389332,LOC440173|440173,LOC440173|440173
LOC440173|440173,LOC389332|389332,LOC389493|389493,LOC440905|440905,LOC440905|440905
LOC440905|440905,LOC389493|389493,LOC440173|440173,LOC440925|440925,LOC440925|440925
LOC440925|440925,LOC440173|440173,LOC440905|440905,LOC572558|572558,LOC572558|572558
LOC572558|572558,LOC440905|440905,LOC440925|440925,LOC642587|642587,LOC642587|642587
LOC642587|642587,LOC572558|572558,LOC572558|572558,LOC723809|723809,LOC647309|647309
LOC647309|647309,LOC642587|642587,LOC642587|642587,LOC728606|728606,LOC723809|723809
LOC723809|723809,LOC723809|723809,LOC647309|647309,LOC84740|84740,LOC728606|728606
LOC728606|728606,LOC728606|728606,LOC723809|723809,LOC84856|84856,LOC84740|84740
LOC84740|84740,LOC84740|84740,LOC728606|728606,LOC96610|96610,LOC84856|84856
LOC84856|84856,LOC84856|84856,LOC84740|84740,LONRF2|164832,LOC96610|96610
LOC96610|96610,LOC96610|96610,LOC84856|84856,LPAR3|23566,LONRF2|164832
LONRF2|164832,LONRF2|164832,LOC96610|96610,LPPR1|54886,LPAR3|23566
LPAR3|23566,LPAR3|23566,LONRF2|164832,LPPR3|79948,LPPR1|54886
LPPR1|54886,LPPR1|54886,LPAR3|23566,LPPR5|163404,LPPR3|79948
LPPR3|79948,LPPR3|79948,LPPR1|54886,LRAT|9227,LPPR5|163404
LPPR5|163404,LPPR5|163404,LPPR3|79948,LRG1|116844,LRAT|9227
LRAT|9227,LRAT|9227,LPPR5|163404,LRP1B|53353,LRG1|116844
LRG1|116844,LRG1|116844,LRAT|9227,LRP2|4036,LRP1B|53353
LRP1B|53353,LRP1B|53353,LRG1|116844,LRRC15|131578,LRP2|4036
LRP2|4036,LRP2|4036,LRP1B|53353,LRRC19|64922,LRRC15|131578
LRRC15|131578,LRRC15|131578,LRP2|4036,LRRC26|389816,LRRC19|64922
LRRC19|64922,LRRC19|64922,LRRC15|131578,LRRC31|79782,LRRC26|389816
LRRC26|389816,LRRC26|389816,LRRC19|64922,LRRC4C|57689,LRRC31|79782
LRRC31|79782,LRRC31|79782,LRRC26|389816,LRRC7|57554,LRRC7|57554
LRRC7|57554,LRRC7|57554,LRRC31|79782,LRRIQ1|84125,LRRIQ1|84125
LRRIQ1|84125,LRRIQ1|84125,LRRC7|57554,LRRK2|120892,LRRK2|120892
LRRK2|120892,LRRK2|120892,LRRIQ1|84125,LRRN1|57633,LRRN1|57633
LRRN1|57633,LRRN1|57633,LRRK2|120892,LRRN2|10446,LRRN2|10446
LRRN2|10446,LRRN2|10446,LRRN1|57633,LRRN4|164312,LRRN4|164312
LRRN4|164312,LRRN4|164312,LRRN4|164312,LSAMP|4045,LSAMP|4045
LSAMP|4045,LSAMP|4045,LSAMP|4045,LTF|4057,LTF|4057
LTF|4057,LTF|4057,LTF|4057,LTK|4058,LTK|4058
LTK|4058,LTK|4058,LTK|4058,LUM|4060,LUM|4060
LUM|4060,LUM|4060,LUM|4060,LUZP2|338645,LUZP2|338645
LUZP2|338645,LUZP2|338645,LUZP2|338645,LY6D|8581,LY6D|8581
LY6D|8581,LY6D|8581,LY6D|8581,LY6G6D|58530,LY6G6D|58530
LY6G6C|80740,LY6G6C|80740,LY6G6D|58530,LY6K|54742,LY6K|54742
LY6G6D|58530,LY6G6D|58530,LY6K|54742,LYG1|129530,LYG1|129530
LY6K|54742,LY6K|54742,LYG1|129530,LYPD3|27076,LYPD3|27076
LYG1|129530,LYG1|129530,LYPD3|27076,LYPD6B|130576,LYPD6B|130576
LYPD3|27076,LYPD3|27076,LYPD6B|130576,LYPD6|130574,LYPD6|130574
LYPD6B|130576,LYPD6B|130576,LYPD6|130574,MAB21L2|10586,MAGEA12|4111
LYPD6|130574,LYPD6|130574,MAB21L2|10586,MAGEA12|4111,MAGEA1|4100
MAGEA12|4111,MAB21L2|10586,MAGEA12|4111,MAGEA1|4100,MAGEA2|4101
MAGEA1|4100,MAGEA12|4111,MAGEA1|4100,MAGEA2|4101,MAGEA3|4102
MAGEA2|4101,MAGEA1|4100,MAGEA2|4101,MAGEA3|4102,MAGEA4|4103
MAGEA3|4102,MAGEA2|4101,MAGEA3|4102,MAGEA6|4105,MAGEA6|4105
MAGEA4|4103,MAGEA3|4102,MAGEA6|4105,MAGED4B|81557,MAGEC2|51438
MAGEA6|4105,MAGEA6|4105,MAGEC2|51438,MAL|4118,MAGED4B|81557
MAGED4B|81557,MAGEC2|51438,MAGED4B|81557,MAOA|4128,MAL|4118
MAL|4118,MAGED4B|81557,MAL|4118,MAOB|4129,MAOA|4128
MAOA|4128,MAL|4118,MAOA|4128,MAP7D2|256714,MAOB|4129
MAOB|4129,MAOA|4128,MAOB|4129,MAPK10|5602,MAP7D2|256714
MAP7D2|256714,MAOB|4129,MAP7D2|256714,MAPK15|225689,MAPK15|225689
MAPK10|5602,MAP7D2|256714,MAPK10|5602,MAPK4|5596,MAPK4|5596
MAPK15|225689,MAPK10|5602,MAPK15|225689,MAPK8IP2|23542,MAPK8IP2|23542
MAPK4|5596,MAPK15|225689,MAPK4|5596,MAPT|4137,MAPT|4137
MAPK8IP2|23542,MAPK4|5596,MAPK8IP2|23542,MARCO|8685,MARCO|8685
MAPT|4137,MAPK8IP2|23542,MAPT|4137,MASP1|5648,MASP1|5648
MARCO|8685,MAPT|4137,MARCO|8685,MAT1A|4143,MAT1A|4143
MASP1|5648,MARCO|8685,MASP1|5648,MATN3|4148,MATN3|4148
MAT1A|4143,MASP1|5648,MAT1A|4143,MB|4151,MB|4151
MATN3|4148,MAT1A|4143,MATN3|4148,MCHR1|2847,MCHR1|2847
MB|4151,MATN3|4148,MB|4151,MEGF10|84466,MCTP2|55784
MCHR1|2847,MB|4151,MCHR1|2847,MEGF11|84465,MEGF10|84466
MEGF10|84466,MCHR1|2847,MEGF10|84466,MEP1A|4224,MEGF11|84465
MEGF11|84465,MEGF10|84466,MEGF11|84465,MESP1|55897,MEP1A|4224
MEP1A|4224,MEGF11|84465,MEP1A|4224,METTL7B|196410,MESP1|55897
MESP1|55897,MEP1A|4224,MESP1|55897,MET|4233,METTL7B|196410
METTL7B|196410,MESP1|55897,METTL7B|196410,MFAP2|4237,MET|4233
MET|4233,METTL7B|196410,MET|4233,MFAP4|4239,MFAP2|4237
MFAP2|4237,MET|4233,MFAP2|4237,MFAP5|8076,MFAP4|4239
MFAP4|4239,MFAP2|4237,MFAP5|8076,MFSD2A|84879,MFAP5|8076
MFAP5|8076,MFAP4|4239,MFSD2A|84879,MFSD6L|162387,MFSD2A|84879
MFSD2A|84879,MFAP5|8076,MFSD6L|162387,MGAM|8972,MFSD6L|162387
MFSD6L|162387,MFSD2A|84879,MGAM|8972,MGC29506|51237,MGAM|8972
MGAM|8972,MFSD6L|162387,MGC29506|51237,MGP|4256,MGC29506|51237
MGC29506|51237,MGAM|8972,MGP|4256,MIA2|117153,MGP|4256
MGP|4256,MGC29506|51237,MIA2|117153,MIA|8190,MIA2|117153
MIA2|117153,MGP|4256,MIA|8190,MIOX|55586,MIA|8190
MIA|8190,MIA2|117153,MIOX|55586,MKRN3|7681,MIOX|55586
MIOX|55586,MIA|8190,MKRN3|7681,MKX|283078,MKRN3|7681
MKRN3|7681,MIOX|55586,MKX|283078,MLPH|79083,MKX|283078
MKX|283078,MKRN3|7681,MLPH|79083,MLXIPL|51085,MLPH|79083
MLPH|79083,MKX|283078,MLXIPL|51085,MMEL1|79258,MLXIPL|51085
MLXIPL|51085,MLPH|79083,MMEL1|79258,MME|4311,MME|4311
MME|4311,MLXIPL|51085,MME|4311,MMP10|4319,MMP10|4319
MMP10|4319,MMEL1|79258,MMP10|4319,MMP11|4320,MMP11|4320
MMP11|4320,MME|4311,MMP11|4320,MMP12|4321,MMP12|4321
MMP12|4321,MMP10|4319,MMP12|4321,MMP13|4322,MMP13|4322
MMP13|4322,MMP11|4320,MMP13|4322,MMP1|4312,MMP1|4312
MMP1|4312,MMP12|4321,MMP1|4312,MMP3|4314,MMP3|4314
MMP3|4314,MMP13|4322,MMP3|4314,MMP7|4316,MMP7|4316
MMP7|4316,MMP1|4312,MMP7|4316,MMP9|4318,MMP9|4318
MMP9|4318,MMP3|4314,MMP9|4318,MMRN1|22915,MNX1|3110
MMRN1|22915,MMP7|4316,MNX1|3110,MNX1|3110,MOGAT2|80168
MNX1|3110,MMP9|4318,MOGAT2|80168,MOGAT2|80168,MOGAT3|346606
MOGAT2|80168,MMRN1|22915,MOGAT3|346606,MOGAT3|346606,MPPED2|744
MOGAT3|346606,MNX1|3110,MPPED2|744,MPPED2|744,MRAP2|112609
MPPED2|744,MOGAT2|80168,MPV17L|255027,MPV17L|255027,MS4A15|219995
MRAP2|112609,MOGAT3|346606,MRAP2|112609,MRAP2|112609,MS4A1|931
MS4A15|219995,MPPED2|744,MS4A15|219995,MS4A15|219995,MS4A8B|83661
MS4A1|931,MPV17L|255027,MS4A1|931,MS4A1|931,MSI1|4440
MS4A8B|83661,MRAP2|112609,MS4A8B|83661,MS4A8B|83661,MSLN|10232
MSI1|4440,MS4A15|219995,MSI1|4440,MSI1|4440,MSMB|4477
MSLN|10232,MS4A1|931,MSLN|10232,MSLN|10232,MST1P9|11223
MSMB|4477,MS4A8B|83661,MSMB|4477,MSMB|4477,MST1R|4486
MST1P9|11223,MSI1|4440,MST1P9|11223,MST1P9|11223,MSX2|4488
MST1R|4486,MSLN|10232,MST1R|4486,MST1R|4486,MT1A|4489
MSX2|4488,MSMB|4477,MSX2|4488,MSX2|4488,MT1G|4495
MT1A|4489,MST1P9|11223,MT1A|4489,MT1A|4489,MT1H|4496
MT1G|4495,MST1R|4486,MT1G|4495,MT1G|4495,MT1M|4499
MT1H|4496,MSX2|4488,MT1H|4496,MT1H|4496,MT3|4504
MT1M|4499,MT1A|4489,MT1M|4499,MT1M|4499,MTTP|4547
MT3|4504,MT1G|4495,MT3|4504,MT3|4504,MUC12|10071
MTTP|4547,MT1H|4496,MTTP|4547,MUC12|10071,MUC13|56667
MUC12|10071,MT1M|4499,MUC12|10071,MUC13|56667,MUC15|143662
MUC13|56667,MT3|4504,MUC13|56667,MUC15|143662,MUC16|94025
MUC15|143662,MUC12|10071,MUC15|143662,MUC16|94025,MUC17|140453
MUC16|94025,MUC13|56667,MUC16|94025,MUC17|140453,MUC1|4582
MUC17|140453,MUC15|143662,MUC17|140453,MUC1|4582,MUC20|200958
MUC1|4582,MUC16|94025,MUC1|4582,MUC20|200958,MUC21|394263
MUC20|200958,MUC17|140453,MUC20|200958,MUC21|394263,MUC2|4583
MUC21|394263,MUC1|4582,MUC21|394263,MUC2|4583,MUC4|4585
MUC2|4583,MUC20|200958,MUC2|4583,MUC4|4585,MUC5B|727897
MUC4|4585,MUC21|394263,MUC4|4585,MUC5B|727897,MUC6|4588
MUC5B|727897,MUC2|4583,MUC5B|727897,MUC6|4588,MUCL1|118430
MUC6|4588,MUC4|4585,MUC6|4588,MUCL1|118430,MUM1L1|139221
MUCL1|118430,MUC5B|727897,MUCL1|118430,MUM1L1|139221,MYBL2|4605
MUM1L1|139221,MUC6|4588,MUM1L1|139221,MYBL2|4605,MYBPC1|4604
MYBL2|4605,MUCL1|118430,MYBL2|4605,MYBPC1|4604,MYB|4602
MYBPC1|4604,MUM1L1|139221,MYBPC1|4604,MYB|4602,MYEOV|26579
MYB|4602,MYBL2|4605,MYB|4602,MYEOV|26579,MYH11|4629
MYEOV|26579,MYBPC1|4604,MYEOV|26579,MYH11|4629,MYH14|79784
MYH11|4629,MYB|4602,MYH11|4629,MYH14|79784,MYL3|4634
MYH14|79784,MYEOV|26579,MYH14|79784,MYL3|4634,MYO1A|4640
MYL3|4634,MYH11|4629,MYL3|4634,MYO1A|4640,MYO3A|53904
MYO1A|4640,MYH14|79784,MYO1A|4640,MYO3A|53904,MYO7B|4648
MYO3A|53904,MYL3|4634,MYO3A|53904,MYO7B|4648,MYOCD|93649
MYO7B|4648,MYO1A|4640,MYO7B|4648,MYOCD|93649,MYOC|4653
MYOCD|93649,MYO3A|53904,MYOCD|93649,MYOC|4653,MYOM3|127294
MYOC|4653,MYO7B|4648,MYOC|4653,MYOM3|127294,MYRIP|25924
MYOM3|127294,MYOCD|93649,MYOM3|127294,MYRIP|25924,MYT1|4661
MYRIP|25924,MYOC|4653,MYRIP|25924,MYT1|4661,NAP1L2|4674
MYT1|4661,MYOM3|127294,MYT1|4661,NAP1L2|4674,NAPSA|9476
NAP1L2|4674,MYT1|4661,NAP1L2|4674,NAPSA|9476,NAT1|9
NAPSA|9476,NAP1L2|4674,NAPSA|9476,NAT1|9,NAT8|9027
NAT1|9,NAPSA|9476,NAT1|9,NAT8L|339983,NBPF4|148545
NAT8B|51471,NAT1|9,NAT8B|51471,NAT8|9027,NBPF6|653149
NAT8|9027,NAT8L|339983,NAT8L|339983,NBPF4|148545,NCAM1|4684
NBPF4|148545,NAT8|9027,NAT8|9027,NBPF6|653149,NCAM2|4685
NBPF6|653149,NBPF4|148545,NBPF4|148545,NCAM1|4684,NCCRP1|342897
NCAM1|4684,NBPF6|653149,NBPF6|653149,NCAM2|4685,NCRNA00185|55410
NCAM2|4685,NCAM1|4684,NCAM1|4684,NCCRP1|342897,NDP|4693
NCCRP1|342897,NCAM2|4685,NCAM2|4685,NCRNA00185|55410,NDUFA4L2|56901
NCRNA00185|55410,NCCRP1|342897,NCCRP1|342897,NDP|4693,NEB|4703
NDP|4693,NCRNA00185|55410,NCRNA00185|55410,NDUFA4L2|56901,NEFH|4744
NDUFA4L2|56901,NDP|4693,NDP|4693,NEFH|4744,NEFL|4747
NEB|4703,NDUFA4L2|56901,NDUFA4L2|56901,NEFL|4747,NEFM|4741
NEFH|4744,NEFH|4744,NEFH|4744,NEK10|152110,NEK10|152110
NEFL|4747,NEFL|4747,NEFL|4747,NEK2|4751,NELL1|4745
NEFM|4741,NEK10|152110,NEFM|4741,NELL1|4745,NELL2|4753
NEK10|152110,NELL1|4745,NEK10|152110,NELL2|4753,NEURL|9148
NEK2|4751,NELL2|4753,NEK2|4751,NEURL|9148,NGFR|4804
NELL1|4745,NEU4|129807,NELL1|4745,NGFR|4804,NKAIN1|79570
NELL2|4753,NEURL|9148,NELL2|4753,NKAIN1|79570,NKAIN4|128414
NEURL|9148,NGFR|4804,NEU4|129807,NKAIN4|128414,NKD1|85407
NGFR|4804,NKAIN1|79570,NEURL|9148,NKD1|85407,NKX2-1|7080
NKAIN1|79570,NKAIN4|128414,NGFR|4804,NKX2-1|7080,NKX2-3|159296
NKAIN4|128414,NKD1|85407,NKAIN1|79570,NKX2-2|4821,NKX3-1|4824
NKD1|85407,NKX2-1|7080,NKAIN4|128414,NKX2-3|159296,NLGN1|22871
NKX2-1|7080,NKX2-2|4821,NKD1|85407,NKX3-1|4824,NLGN4Y|22829
NKX2-3|159296,NKX2-3|159296,NKX2-1|7080,NLGN1|22871,NLRP2|55655
NKX3-1|4824,NKX3-1|4824,NKX2-2|4821,NLGN4Y|22829,NMU|10874
NLGN1|22871,NLGN1|22871,NKX2-3|159296,NLRP2|55655,NOL4|8715
NLGN4Y|22829,NLGN4Y|22829,NKX3-1|4824,NME5|8382,NOS2|4843
NLRP2|55655,NLRP2|55655,NLGN1|22871,NMU|10874,NOTUM|147111
NMU|10874,NME5|8382,NLGN4Y|22829,NNMT|4837,NOVA1|4857
NOL4|8715,NMU|10874,NLRP2|55655,NOL4|8715,NOX1|27035
NOS2|4843,NOL4|8715,NMU|10874,NOS2|4843,NOXO1|124056
NOTUM|147111,NOS2|4843,NOL4|8715,NOTUM|147111,NPC1L1|29881
NOVA1|4857,NOTUM|147111,NOS2|4843,NOVA1|4857,NPM2|10361
NOX1|27035,NOVA1|4857,NOTUM|147111,NOX1|27035,NPR3|4883
NOXO1|124056,NOX1|27035,NOVA1|4857,NOXO1|124056,NPTX1|4884
NPC1L1|29881,NOXO1|124056,NOX1|27035,NPC1L1|29881,NPTX2|4885
NPR3|4883,NPC1L1|29881,NOXO1|124056,NPM2|10361,NPW|283869
NPTX1|4884,NPM2|10361,NPC1L1|29881,NPR3|4883,NPY1R|4886
NPTX2|4885,NPR3|4883,NPR3|4883,NPTX1|4884,NPY5R|4889
NPW|283869,NPTX1|4884,NPTX1|4884,NPTX2|4885,NPY6R|4888
NPY1R|4886,NPTX2|4885,NPTX2|4885,NPW|283869,NPY|4852
NPY5R|4889,NPW|283869,NPW|283869,NPY1R|4886,NR0B2|8431
NPY6R|4888,NPY1R|4886,NPY1R|4886,NPY6R|4888,NR1H4|9971
NPY|4852,NPY5R|4889,NPY5R|4889,NPY|4852,NR1I2|8856
NR0B2|8431,NPY6R|4888,NPY6R|4888,NR0B1|190,NRG3|10718
NR1H4|9971,NPY|4852,NPY|4852,NR0B2|8431,NRK|203447
NR1I2|8856,NR0B2|8431,NR0B2|8431,NR1H4|9971,NRXN1|9378
NRG3|10718,NR1H4|9971,NR1H4|9971,NR1I2|8856,NTF4|4909
NRIP3|56675,NR1I2|8856,NR1I2|8856,NRCAM|4897,NTNG1|22854
NRK|203447,NRG3|10718,NRCAM|4897,NRG3|10718,NTRK2|4915
NRXN1|9378,NRK|203447,NRG3|10718,NRK|203447,NTS|4922
